Bin Start,Accumulated Count
18.69821720850086ms,999005
18.71179476622631ms,999005
18.725372323951753ms,999005
18.738949881677197ms,999005
18.752527439402645ms,999005
18.76610499712809ms,999005
18.779682554853533ms,999005
18.793260112578977ms,999005
18.806837670304425ms,999005
18.82041522802987ms,999005
18.833992785755314ms,999005
18.847570343480758ms,999005
18.861147901206206ms,999005
18.87472545893165ms,999005
18.888303016657094ms,999005
18.901880574382538ms,999005
18.915458132107986ms,999005
18.92903568983343ms,999005
18.942613247558874ms,999005
18.95619080528432ms,999005
18.969768363009766ms,999005
18.98334592073521ms,999005
18.996923478460655ms,999005
19.0105010361861ms,999005
19.024078593911547ms,999005
19.03765615163699ms,999005
19.051233709362435ms,999005
19.06481126708788ms,999005
19.078388824813327ms,999005
19.09196638253877ms,999005
19.105543940264216ms,999005
19.119121497989664ms,999005
19.132699055715108ms,999005
19.146276613440552ms,999005
19.159854171165996ms,999005
19.173431728891444ms,999005
19.187009286616888ms,999005
19.200586844342332ms,999005
19.214164402067777ms,999005
19.227741959793224ms,999005
19.24131951751867ms,999005
19.254897075244113ms,999005
19.268474632969557ms,999005
19.282052190695005ms,999005
19.29562974842045ms,999005
19.309207306145893ms,999005
19.322784863871338ms,999005
19.336362421596785ms,999005
19.34993997932223ms,999005
19.363517537047674ms,999005
19.377095094773118ms,999006
19.390672652498566ms,999006
19.40425021022401ms,999006
19.417827767949454ms,999006
19.431405325674902ms,999006
19.444982883400346ms,999006
19.45856044112579ms,999006
19.472137998851235ms,999006
19.485715556576682ms,999006
19.499293114302127ms,999006
19.51287067202757ms,999006
19.526448229753015ms,999006
19.540025787478463ms,999006
19.553603345203907ms,999006
19.56718090292935ms,999006
19.580758460654796ms,999006
19.594336018380243ms,999006
19.607913576105688ms,999006
19.62149113383113ms,999006
19.635068691556576ms,999007
19.648646249282024ms,999007
19.662223807007468ms,999007
19.675801364732912ms,999007
19.689378922458356ms,999007
19.702956480183804ms,999007
19.71653403790925ms,999007
19.730111595634693ms,999007
19.74368915336014ms,999007
19.757266711085585ms,999007
19.77084426881103ms,999007
19.784421826536473ms,999007
19.79799938426192ms,999007
19.811576941987365ms,999007
19.82515449971281ms,999007
19.838732057438254ms,999007
19.8523096151637ms,999007
19.865887172889146ms,999007
19.87946473061459ms,999007
19.893042288340034ms,999007
19.90661984606548ms,999007
19.920197403790926ms,999007
19.93377496151637ms,999007
19.947352519241814ms,999007
19.960930076967262ms,999007
19.974507634692706ms,999007
19.98808519241815ms,999007
20.001662750143595ms,999007
20.015240307869043ms,999007
20.028817865594487ms,999008
20.04239542331993ms,999008
20.055972981045375ms,999008
20.069550538770823ms,999008
20.083128096496267ms,999008
20.09670565422171ms,999008
20.11028321194716ms,999008
20.123860769672604ms,999008
20.137438327398048ms,999008
20.151015885123492ms,999008
20.16459344284894ms,999008
20.178171000574384ms,999008
20.191748558299828ms,999008
20.205326116025272ms,999008
20.218903673750717ms,999008
20.232481231476164ms,999008
20.24605878920161ms,999008
20.259636346927053ms,999008
20.273213904652497ms,999008
20.286791462377945ms,999008
20.30036902010339ms,999008
20.313946577828833ms,999008
20.327524135554278ms,999008
20.341101693279725ms,999008
20.35467925100517ms,999008
20.368256808730614ms,999008
20.381834366456058ms,999008
20.395411924181506ms,999008
20.40898948190695ms,999008
20.422567039632394ms,999008
20.436144597357842ms,999008
20.449722155083286ms,999008
20.46329971280873ms,999008
20.476877270534175ms,999008
20.490454828259622ms,999008
20.504032385985067ms,999008
20.51760994371051ms,999008
20.531187501435955ms,999008
20.544765059161403ms,999008
20.558342616886847ms,999008
20.57192017461229ms,999008
20.585497732337735ms,999008
20.599075290063183ms,999008
20.612652847788627ms,999008
20.62623040551407ms,999008
20.639807963239516ms,999008
20.653385520964964ms,999008
20.666963078690408ms,999008
20.680540636415852ms,999008
20.694118194141296ms,999008
20.707695751866744ms,999008
20.72127330959219ms,999008
20.734850867317633ms,999008
20.74842842504308ms,999008
20.762005982768525ms,999008
20.77558354049397ms,999008
20.789161098219413ms,999008
20.80273865594486ms,999008
20.816316213670305ms,999008
20.82989377139575ms,999008
20.843471329121193ms,999008
20.85704888684664ms,999008
20.870626444572085ms,999008
20.88420400229753ms,999008
20.897781560022974ms,999008
20.91135911774842ms,999008
20.924936675473866ms,999008
20.93851423319931ms,999008
20.952091790924754ms,999008
20.965669348650202ms,999008
20.979246906375646ms,999008
20.99282446410109ms,999008
21.006402021826535ms,999008
21.019979579551983ms,999008
21.033557137277427ms,999008
21.04713469500287ms,999008
21.060712252728315ms,999008
21.074289810453763ms,999008
21.087867368179207ms,999008
21.10144492590465ms,999008
21.1150224836301ms,999008
21.128600041355543ms,999008
21.142177599080988ms,999008
21.155755156806432ms,999008
21.16933271453188ms,999008
21.182910272257324ms,999008
21.196487829982768ms,999008
21.210065387708212ms,999008
21.22364294543366ms,999008
21.237220503159104ms,999008
21.25079806088455ms,999008
21.264375618609993ms,999008
21.27795317633544ms,999008
21.291530734060885ms,999008
21.30510829178633ms,999008
21.318685849511773ms,999008
21.33226340723722ms,999008
21.345840964962665ms,999008
21.35941852268811ms,999008
21.372996080413554ms,999008
21.386573638139ms,999008
21.400151195864446ms,999008
21.41372875358989ms,999008
21.427306311315338ms,999008
21.440883869040782ms,999008
21.454461426766226ms,999008
21.46803898449167ms,999008
21.481616542217118ms,999008
21.495194099942562ms,999008
21.508771657668007ms,999008
21.52234921539345ms,999008
21.5359267731189ms,999008
21.549504330844343ms,999008
21.563081888569787ms,999008
21.57665944629523ms,999008
21.59023700402068ms,999008
21.603814561746123ms,999008
21.617392119471567ms,999008
21.63096967719701ms,999008
21.64454723492246ms,999008
21.658124792647904ms,999008
21.671702350373348ms,999008
21.685279908098792ms,999008
21.69885746582424ms,999008
21.712435023549684ms,999008
21.72601258127513ms,999008
21.739590139000576ms,999008
21.75316769672602ms,999008
21.766745254451465ms,999008
21.78032281217691ms,999008
21.793900369902357ms,999008
21.8074779276278ms,999008
21.821055485353245ms,999008
21.83463304307869ms,999008
21.848210600804137ms,999008
21.86178815852958ms,999008
21.875365716255025ms,999008
21.88894327398047ms,999008
21.902520831705917ms,999008
21.91609838943136ms,999008
21.929675947156806ms,999008
21.94325350488225ms,999008
21.956831062607698ms,999008
21.970408620333142ms,999008
21.983986178058586ms,999008
21.99756373578403ms,999008
22.01114129350948ms,999008
22.024718851234923ms,999009
22.038296408960367ms,999009
22.05187396668581ms,999009
22.06545152441126ms,999009
22.079029082136703ms,999009
22.092606639862147ms,999009
22.106184197587595ms,999009
22.11976175531304ms,999009
22.133339313038483ms,999009
22.146916870763928ms,999009
22.160494428489375ms,999009
22.17407198621482ms,999009
22.187649543940264ms,999009
22.201227101665708ms,999009
22.214804659391156ms,999009
22.2283822171166ms,999009
22.241959774842044ms,999009
22.25553733256749ms,999009
22.269114890292936ms,999009
22.28269244801838ms,999009
22.296270005743825ms,999009
22.30984756346927ms,999009
22.323425121194717ms,999009
22.33700267892016ms,999009
22.350580236645605ms,999009
22.36415779437105ms,999009
22.377735352096497ms,999009
22.39131290982194ms,999009
22.404890467547386ms,999009
22.418468025272833ms,999009
22.432045582998278ms,999009
22.445623140723722ms,999009
22.459200698449166ms,999009
22.472778256174614ms,999009
22.486355813900058ms,999009
22.499933371625502ms,999009
22.513510929350947ms,999009
22.527088487076394ms,999009
22.54066604480184ms,999009
22.554243602527283ms,999009
22.567821160252727ms,999009
22.581398717978175ms,999009
22.59497627570362ms,999009
22.608553833429063ms,999009
22.622131391154507ms,999009
22.635708948879955ms,999009
22.6492865066054ms,999009
22.662864064330844ms,999009
22.676441622056288ms,999009
22.690019179781736ms,999009
22.70359673750718ms,999009
22.717174295232624ms,999009
22.730751852958072ms,999009
22.744329410683516ms,999009
22.75790696840896ms,999009
22.771484526134405ms,999009
22.785062083859852ms,999009
22.798639641585297ms,999010
22.81221719931074ms,999010
22.825794757036185ms,999010
22.839372314761633ms,999010
22.852949872487077ms,999010
22.86652743021252ms,999010
22.880104987937965ms,999010
22.893682545663413ms,999010
22.907260103388857ms,999010
22.9208376611143ms,999010
22.934415218839746ms,999010
22.947992776565194ms,999010
22.961570334290638ms,999010
22.975147892016082ms,999010
22.988725449741526ms,999010
23.002303007466974ms,999010
23.01588056519242ms,999010
23.029458122917863ms,999010
23.043035680643307ms,999010
23.056613238368755ms,999010
23.0701907960942ms,999010
23.083768353819643ms,999010
23.09734591154509ms,999010
23.110923469270535ms,999010
23.12450102699598ms,999010
23.138078584721423ms,999010
23.15165614244687ms,999010
23.165233700172315ms,999010
23.17881125789776ms,999010
23.192388815623204ms,999010
23.20596637334865ms,999010
23.219543931074096ms,999010
23.23312148879954ms,999010
23.246699046524984ms,999010
23.260276604250432ms,999010
23.273854161975876ms,999010
23.28743171970132ms,999010
23.301009277426765ms,999010
23.314586835152213ms,999010
23.328164392877657ms,999010
23.3417419506031ms,999010
23.355319508328545ms,999010
23.368897066053993ms,999010
23.382474623779437ms,999010
23.39605218150488ms,999010
23.40962973923033ms,999010
23.423207296955773ms,999010
23.436784854681218ms,999010
23.450362412406662ms,999010
23.46393997013211ms,999010
23.477517527857554ms,999010
23.491095085582998ms,999010
23.504672643308442ms,999010
23.51825020103389ms,999010
23.531827758759334ms,999010
23.54540531648478ms,999010
23.558982874210223ms,999010
23.57256043193567ms,999010
23.586137989661115ms,999010
23.59971554738656ms,999010
23.613293105112003ms,999010
23.62687066283745ms,999010
23.640448220562895ms,999010
23.65402577828834ms,999010
23.667603336013784ms,999010
23.68118089373923ms,999010
23.694758451464676ms,999010
23.70833600919012ms,999010
23.721913566915568ms,999010
23.735491124641012ms,999010
23.749068682366456ms,999010
23.7626462400919ms,999010
23.776223797817348ms,999010
23.789801355542792ms,999010
23.803378913268237ms,999010
23.81695647099368ms,999010
23.83053402871913ms,999010
23.844111586444573ms,999010
23.857689144170017ms,999010
23.87126670189546ms,999010
23.88484425962091ms,999010
23.898421817346353ms,999010
23.911999375071797ms,999010
23.92557693279724ms,999010
23.93915449052269ms,999010
23.952732048248134ms,999010
23.966309605973578ms,999010
23.979887163699022ms,999010
23.99346472142447ms,999010
24.007042279149914ms,999010
24.02061983687536ms,999010
24.034197394600803ms,999010
24.04777495232625ms,999010
24.061352510051695ms,999010
24.07493006777714ms,999010
24.088507625502587ms,999010
24.10208518322803ms,999010
24.115662740953475ms,999010
24.12924029867892ms,999010
24.142817856404367ms,999010
24.15639541412981ms,999010
24.169972971855255ms,999010
24.1835505295807ms,999010
24.197128087306147ms,999010
24.21070564503159ms,999010
24.224283202757036ms,999010
24.23786076048248ms,999010
24.251438318207928ms,999010
24.265015875933372ms,999010
24.278593433658816ms,999010
24.29217099138426ms,999010
24.30574854910971ms,999010
24.319326106835153ms,999010
24.332903664560597ms,999010
24.34648122228604ms,999010
24.36005878001149ms,999010
24.373636337736933ms,999010
24.387213895462377ms,999010
24.400791453187825ms,999010
24.41436901091327ms,999010
24.427946568638713ms,999010
24.441524126364158ms,999010
24.455101684089605ms,999010
24.46867924181505ms,999010
24.482256799540494ms,999010
24.495834357265938ms,999010
24.509411914991386ms,999010
24.52298947271683ms,999010
24.536567030442274ms,999010
24.55014458816772ms,999010
24.563722145893166ms,999010
24.57729970361861ms,999010
24.590877261344055ms,999010
24.6044548190695ms,999010
24.618032376794947ms,999010
24.63160993452039ms,999010
24.645187492245835ms,999010
24.65876504997128ms,999010
24.672342607696727ms,999010
24.68592016542217ms,999010
24.699497723147616ms,999010
24.713075280873063ms,999010
24.726652838598508ms,999010
24.740230396323952ms,999010
24.753807954049396ms,999010
24.767385511774844ms,999010
24.780963069500288ms,999010
24.794540627225732ms,999010
24.808118184951176ms,999010
24.821695742676624ms,999010
24.83527330040207ms,999010
24.848850858127513ms,999011
24.862428415852957ms,999011
24.876005973578405ms,999011
24.88958353130385ms,999011
24.903161089029293ms,999011
24.916738646754737ms,999011
24.930316204480185ms,999011
24.94389376220563ms,999011
24.957471319931074ms,999011
24.971048877656518ms,999011
24.984626435381966ms,999011
24.99820399310741ms,999011
25.011781550832854ms,999011
25.0253591085583ms,999011
25.038936666283746ms,999011
25.05251422400919ms,999011
25.066091781734634ms,999011
25.079669339460082ms,999011
25.093246897185526ms,999011
25.10682445491097ms,999011
25.120402012636415ms,999011
25.133979570361863ms,999011
25.147557128087307ms,999011
25.16113468581275ms,999011
25.174712243538195ms,999011
25.188289801263643ms,999011
25.201867358989087ms,999011
25.21544491671453ms,999011
25.229022474439976ms,999011
25.242600032165424ms,999011
25.256177589890868ms,999011
25.269755147616312ms,999011
25.283332705341756ms,999011
25.296910263067204ms,999011
25.31048782079265ms,999011
25.324065378518092ms,999011
25.337642936243537ms,999011
25.351220493968984ms,999011
25.36479805169443ms,999011
25.378375609419873ms,999011
25.39195316714532ms,999011
25.405530724870765ms,999011
25.41910828259621ms,999011
25.432685840321653ms,999011
25.4462633980471ms,999011
25.459840955772545ms,999011
25.47341851349799ms,999011
25.486996071223434ms,999011
25.50057362894888ms,999011
25.514151186674326ms,999011
25.52772874439977ms,999011
25.541306302125214ms,999011
25.554883859850662ms,999011
25.568461417576106ms,999011
25.58203897530155ms,999011
25.595616533026995ms,999011
25.609194090752442ms,999011
25.622771648477887ms,999011
25.63634920620333ms,999011
25.649926763928775ms,999011
25.663504321654223ms,999011
25.677081879379667ms,999011
25.69065943710511ms,999011
25.70423699483056ms,999011
25.717814552556003ms,999011
25.731392110281448ms,999011
25.744969668006892ms,999011
25.75854722573234ms,999011
25.772124783457784ms,999011
25.785702341183228ms,999011
25.799279898908672ms,999011
25.81285745663412ms,999011
25.826435014359564ms,999011
25.84001257208501ms,999011
25.853590129810453ms,999011
25.8671676875359ms,999011
25.880745245261345ms,999011
25.89432280298679ms,999011
25.907900360712233ms,999011
25.92147791843768ms,999011
25.935055476163125ms,999011
25.94863303388857ms,999011
25.962210591614014ms,999011
25.97578814933946ms,999011
25.989365707064906ms,999011
26.00294326479035ms,999011
26.016520822515794ms,999011
26.030098380241242ms,999011
26.043675937966686ms,999011
26.05725349569213ms,999011
26.070831053417578ms,999011
26.084408611143022ms,999011
26.097986168868466ms,999011
26.11156372659391ms,999011
26.12514128431936ms,999011
26.138718842044803ms,999011
26.152296399770247ms,999011
26.16587395749569ms,999011
26.17945151522114ms,999011
26.193029072946583ms,999011
26.206606630672027ms,999011
26.22018418839747ms,999011
26.23376174612292ms,999011
26.247339303848364ms,999011
26.260916861573808ms,999011
26.274494419299252ms,999011
26.2880719770247ms,999011
26.301649534750144ms,999011
26.315227092475588ms,999011
26.328804650201032ms,999011
26.34238220792648ms,999011
26.355959765651924ms,999011
26.36953732337737ms,999011
26.383114881102816ms,999011
26.39669243882826ms,999011
26.410269996553705ms,999011
26.42384755427915ms,999011
26.437425112004597ms,999011
26.45100266973004ms,999011
26.464580227455485ms,999011
26.47815778518093ms,999011
26.491735342906377ms,999011
26.50531290063182ms,999011
26.518890458357266ms,999011
26.53246801608271ms,999011
26.546045573808158ms,999011
26.559623131533602ms,999011
26.573200689259046ms,999011
26.58677824698449ms,999011
26.600355804709938ms,999011
26.613933362435382ms,999011
26.627510920160827ms,999011
26.64108847788627ms,999011
26.65466603561172ms,999011
26.668243593337163ms,999011
26.681821151062607ms,999011
26.695398708788055ms,999011
26.7089762665135ms,999011
26.722553824238943ms,999011
26.736131381964388ms,999011
26.749708939689835ms,999011
26.76328649741528ms,999011
26.776864055140724ms,999011
26.790441612866168ms,999011
26.804019170591616ms,999011
26.81759672831706ms,999011
26.831174286042504ms,999011
26.84475184376795ms,999011
26.858329401493396ms,999011
26.87190695921884ms,999011
26.885484516944285ms,999011
26.89906207466973ms,999011
26.912639632395177ms,999011
26.92621719012062ms,999011
26.939794747846065ms,999011
26.95337230557151ms,999011
26.966949863296957ms,999011
26.9805274210224ms,999011
26.994104978747846ms,999011
27.00768253647329ms,999011
27.021260094198738ms,999011
27.03483765192418ms,999011
27.048415209649626ms,999011
27.061992767375074ms,999011
27.075570325100518ms,999011
27.089147882825962ms,999011
27.102725440551406ms,999011
27.116302998276854ms,999011
27.1298805560023ms,999011
27.143458113727743ms,999011
27.157035671453187ms,999011
27.170613229178635ms,999011
27.18419078690408ms,999011
27.197768344629523ms,999011
27.211345902354967ms,999011
27.224923460080415ms,999011
27.23850101780586ms,999012
27.252078575531304ms,999012
27.265656133256748ms,999012
27.279233690982196ms,999012
27.29281124870764ms,999012
27.306388806433084ms,999012
27.319966364158528ms,999012
27.333543921883976ms,999012
27.34712147960942ms,999012
27.360699037334864ms,999012
27.374276595060312ms,999012
27.387854152785756ms,999012
27.4014317105112ms,999012
27.415009268236645ms,999012
27.428586825962093ms,999012
27.442164383687537ms,999012
27.45574194141298ms,999012
27.469319499138425ms,999012
27.482897056863873ms,999012
27.496474614589317ms,999012
27.51005217231476ms,999012
27.523629730040206ms,999012
27.537207287765654ms,999012
27.550784845491098ms,999012
27.564362403216542ms,999012
27.577939960941986ms,999012
27.591517518667434ms,999012
27.605095076392878ms,999012
27.618672634118322ms,999012
27.632250191843767ms,999012
27.645827749569214ms,999012
27.65940530729466ms,999012
27.672982865020103ms,999012
27.686560422745547ms,999012
27.700137980470995ms,999012
27.71371553819644ms,999012
27.727293095921883ms,999012
27.74087065364733ms,999012
27.754448211372775ms,999012
27.76802576909822ms,999012
27.781603326823664ms,999012
27.79518088454911ms,999012
27.808758442274556ms,999013
27.822336ms,999013
